patent_id,patent_type,patent_date,patent_title,wipo_kind,num_claims,withdrawn,filename
10151924,utility,2018-12-11,Holographic reflective slim virtual/augmented reality display system and method,B2,20,0,ipg181211.xml
10152310,utility,2018-12-11,Fusing a sequence of operations through subdividing,B2,14,0,ipg181211.xml
10152312,utility,2018-12-11,Dynamic compiler parallelism techniques,B2,19,0,ipg181211.xml
10152328,utility,2018-12-11,Systems and methods for voting among parallel threads,B2,22,0,ipg181211.xml
10152329,utility,2018-12-11,Pre-scheduled replays of divergent operations,B2,21,0,ipg181211.xml
10154265,utility,2018-12-11,Graphics server and method for streaming rendered content via a remote graphics processing service,B2,12,0,ipg181211.xml
10157309,utility,2018-12-18,Online detection and classification of dynamic gestures with recurrent convolutional neural networks,B2,20,0,ipg181218.xml
10157492,utility,2018-12-18,System and method for transferring pre-computed Z-values between GPUS,B1,21,0,ipg181218.xml
10158858,utility,2018-12-18,Method and system for index compression for fixed block size texture formats and for non-linear interpolation of index values along an edge in a tile,B2,20,0,ipg181218.xml
10158868,utility,2018-12-18,Systems and methods to limit lag between a client and a server for remote computing,B2,20,0,ipg181218.xml
10164638,utility,2018-12-25,Balanced charge-recycling repeater link,B2,23,0,ipg181225.xml
10168785,utility,2019-01-01,Multi-sensor based user interface,B2,17,0,ipg190101.xml
10169072,utility,2019-01-01,Hardware for parallel command list generation,B2,27,0,ipg190101.xml
10169091,utility,2019-01-01,Efficient memory virtualization in multi-threaded processing units,B2,22,0,ipg190101.xml
10176739,utility,2019-01-08,Partial refresh of display devices,B2,23,0,ipg190108.xml
10180916,utility,2019-01-15,Managing copy operations in complex processor topologies,B2,20,0,ipg190115.xml
10181842,utility,2019-01-15,Mixed threshold flip-flop element to mitigate hold time penalty due to clock distortion,B2,25,0,ipg190115.xml
10187094,utility,2019-01-22,System and method for reference noise compensation for single-ended serial links,B1,20,0,ipg190122.xml
10187663,utility,2019-01-22,Technique for performing variable width data compression using a palette of encodings,B2,21,0,ipg190122.xml
10192525,utility,2019-01-29,"System, method and computer program product for generating one or more values for a signal patch using neighboring patches collected based on a distance dynamically computed from a noise distribution of the signal patch",B2,22,0,ipg190129.xml
10200022,utility,2019-02-05,"Integrated voltage regulator with in-built process, temperature and aging compensation",B2,20,0,ipg190205.xml
10200154,utility,2019-02-05,System and method for early packet header verification,B2,20,0,ipg190205.xml
10200508,utility,2019-02-05,System and method for sharing special-purpose processing resources,B2,20,0,ipg190205.xml
10200571,utility,2019-02-05,Displaying an adjusted image according to ambient light conditions,B2,17,0,ipg190205.xml
10212406,utility,2019-02-19,Image generation of a three-dimensional scene using multiple focal lengths,B2,20,0,ipg190219.xml
10216413,utility,2019-02-26,Migration of peer-mapped memory pages,B2,26,0,ipg190226.xml
10216521,utility,2019-02-26,Error mitigation for resilient algorithms,B2,20,0,ipg190226.xml
10217183,utility,2019-02-26,"System, method, and computer program product for simultaneous execution of compute and graphics workloads",B2,19,0,ipg190226.xml
10217184,utility,2019-02-26,Programmable graphics processor for multithreaded execution of programs,B2,20,0,ipg190226.xml
10217444,utility,2019-02-26,Method and system for fast cloning of virtual machines,B2,23,0,ipg190226.xml
10218988,utility,2019-02-26,Method and system for interpolating base and delta values of associated tiles in an image,B2,21,0,ipg190226.xml
10219387,utility,2019-02-26,Process for manufacturing a printed circuit board having high density microvias formed in a thick substrate,B2,22,0,ipg190226.xml
10223122,utility,2019-03-05,Managing event count reports in a tile-based architecture,B2,23,0,ipg190305.xml
10223333,utility,2019-03-05,Performing multi-convolution operations in a parallel processing system,B2,18,0,ipg190305.xml
10223987,utility,2019-03-05,Regional DC balancing for a variable refresh rate display panel,B2,18,0,ipg190305.xml
10224813,utility,2019-03-05,Variable frequency soft-switching control of a buck converter,B2,10,0,ipg190305.xml
10228919,utility,2019-03-12,Demand-driven algorithm to reduce sign-extension instructions included in loops of a 64-bit computer program,B2,19,0,ipg190312.xml
10229529,utility,2019-03-12,"System, method and computer program product for implementing anti-aliasing operations using a programmable sample pattern table",B2,20,0,ipg190312.xml
10229651,utility,2019-03-12,Variable refresh rate video capture and playback,B2,20,0,ipg190312.xml
10230405,utility,2019-03-12,System and method of forward error correction for streaming media,B2,22,0,ipg190312.xml
10232274,utility,2019-03-19,"System and method for multi-client control of an avatar using different, but related, views",B2,20,0,ipg190319.xml
10234893,utility,2019-03-19,Dual-domain dynamic multiplexer and method of transitioning between asynchronous voltage and frequency domains,B2,6,0,ipg190319.xml
10235208,utility,2019-03-19,Technique for saving and restoring thread group operating state,B2,28,0,ipg190319.xml
10235338,utility,2019-03-19,Short stack traversal of tree data structures,B2,21,0,ipg190319.xml
10237563,utility,2019-03-19,System and method for controlling video encoding using content information,B2,20,0,ipg190319.xml
10241148,utility,2019-03-26,Virtual access of input/output (I/O) for test via an on-chip star network,B2,20,0,ipg190326.xml
10241761,utility,2019-03-26,System and method for compiler support for compile time customization of code,B2,18,0,ipg190326.xml
10241798,utility,2019-03-26,Technique for reducing voltage droop by throttling instruction issue rate,B2,21,0,ipg190326.xml
10241810,utility,2019-03-26,Instruction-optimizing processor with branch-count table in hardware,B2,18,0,ipg190326.xml
10242462,utility,2019-03-26,Rate control bit allocation for video streaming based on an attention area of a gamer,B2,20,0,ipg190326.xml
10242485,utility,2019-03-26,Beam tracing,B2,19,0,ipg190326.xml
10249018,utility,2019-04-02,Graphics processor and method of scaling user interface elements for smaller displays,B2,16,0,ipg190402.xml
10249083,utility,2019-04-02,Strain based dynamics for rendering special effects,B2,15,0,ipg190402.xml
10249361,utility,2019-04-02,SRAM write driver with improved drive strength,B2,23,0,ipg190402.xml
10250892,utility,2019-04-02,Techniques for nonlinear chrominance upsampling,B2,20,0,ipg190402.xml
10252171,utility,2019-04-09,System and method for cooperative game control,B2,20,0,ipg190409.xml
10255075,utility,2019-04-09,"System, method, and computer program product for managing out-of-order execution of program instructions",B2,20,0,ipg190409.xml
10255228,utility,2019-04-09,System and method for performing shaped memory access operations,B2,7,0,ipg190409.xml
10255547,utility,2019-04-09,Indirectly accessing sample data to perform multi-convolution operations in a parallel processing system,B2,20,0,ipg190409.xml
10255717,utility,2019-04-09,Geometry shadow maps with per-fragment atomics,B2,20,0,ipg190409.xml
10257449,utility,2019-04-09,Pre-processing for video noise reduction,B2,19,0,ipg190409.xml
10258886,utility,2019-04-16,Dynamic interface control device mapping when game sharing,B2,20,0,ipg190416.xml
10261807,utility,2019-04-16,Method and system for multiple embedded device links in a host executable,B2,24,0,ipg190416.xml
10269090,utility,2019-04-23,Rendering to multi-resolution hierarchies,B2,21,0,ipg190423.xml
10269166,utility,2019-04-23,Method and a production renderer for accelerating image rendering,B2,27,0,ipg190423.xml
10275049,utility,2019-04-30,Stylus signaling for capacitive touch screen panels,B2,20,0,ipg190430.xml
10275275,utility,2019-04-30,Managing copy operations in complex processor topologies,B2,27,0,ipg190430.xml
10276156,utility,2019-04-30,Control using temporally and/or spectrally compact audio commands,B2,20,0,ipg190430.xml
10277921,utility,2019-04-30,Hybrid parallel decoder techniques,B2,19,0,ipg190430.xml
10281524,utility,2019-05-07,Test partition external input/output interface control for test partitions in a semiconductor,B2,12,0,ipg190507.xml
10282803,utility,2019-05-07,State handling in a tiled architecture,B2,25,0,ipg190507.xml
10284269,utility,2019-05-07,Soft codebook subset restriction for elevation beamforming,B2,27,0,ipg190507.xml
10289418,utility,2019-05-14,Cooperative thread array granularity context switch during trap handling,B2,24,0,ipg190514.xml
10289469,utility,2019-05-14,Reliability enhancement utilizing speculative execution systems and methods,B2,44,0,ipg190514.xml
10296345,utility,2019-05-21,Method and system for distributed shader optimization,B2,19,0,ipg190521.xml
10298422,utility,2019-05-21,Multi-path peaking technique for equalization and supply noise compensation,B1,20,0,ipg190521.xml
10298475,utility,2019-05-21,System and method for jitter-aware bandwidth estimation,B2,15,0,ipg190521.xml
10298645,utility,2019-05-21,Optimal settings for application streaming,B2,19,0,ipg190521.xml
10303616,utility,2019-05-28,Migration scheme for unified virtual memory system,B2,24,0,ipg190528.xml
10310879,utility,2019-06-04,Paravirtualized virtual GPU,B2,21,0,ipg190604.xml
10310973,utility,2019-06-04,Efficient memory virtualization in multi-threaded processing units,B2,18,0,ipg190604.xml
10311589,utility,2019-06-04,Model-based three-dimensional head pose estimation,B2,20,0,ipg190604.xml
10311628,utility,2019-06-04,Piecewise linear irregular rasterization,B2,22,0,ipg190604.xml
10312967,utility,2019-06-04,System and method for cross-talk cancellation in single-ended signaling,B2,19,0,ipg190604.xml
10317459,utility,2019-06-11,Multi-chip package with selection logic and debug ports for testing inter-chip communications,B2,15,0,ipg190611.xml
10317463,utility,2019-06-11,Scan system interface (SSI) module,B2,18,0,ipg190611.xml
10317678,utility,2019-06-11,Catadioptric on-axis virtual/augmented reality glasses system and method,B2,20,0,ipg190611.xml
10319005,utility,2019-06-11,Establishing a billing address for a device by determining a location of the device,B2,19,0,ipg190611.xml
10319060,utility,2019-06-11,Unified memory systems and methods,B2,20,0,ipg190611.xml
10319132,utility,2019-06-11,Method and system for representing objects with velocity-dependent particles,B2,14,0,ipg190611.xml
10324693,utility,2019-06-18,Optimizing multiple invocations of graphics processing unit programs in Java,B2,20,0,ipg190618.xml
10324725,utility,2019-06-18,Fault detection in instruction translations,B2,16,0,ipg190618.xml
10326625,utility,2019-06-18,System and method for reference noise compensation for single-ended serial links,B1,19,0,ipg190618.xml
10331603,utility,2019-06-25,PCIe traffic tracking hardware in a unified virtual memory system,B2,10,0,ipg190625.xml
10331632,utility,2019-06-25,Bounding volume hierarchies through treelet restructuring,B2,20,0,ipg190625.xml
10332310,utility,2019-06-25,"Distributed index fetch, primitive assembly, and primitive batching",B2,20,0,ipg190625.xml
10333565,utility,2019-06-25,Safe communication mode for a high speed link,B2,20,0,ipg190625.xml
10338820,utility,2019-07-02,Architecture and algorithms for data compression,B2,25,0,ipg190702.xml
10338919,utility,2019-07-02,Generalized acceleration of matrix multiply accumulate operations,B2,20,0,ipg190702.xml
10339850,utility,2019-07-02,Low-latency display,B2,19,0,ipg190702.xml
10346212,utility,2019-07-09,Approach for a configurable phase-based priority scheduler,B2,24,0,ipg190709.xml
10346507,utility,2019-07-09,Symmetric block sparse matrix-vector multiplication,B2,24,0,ipg190709.xml
10350489,utility,2019-07-16,Gaming controller button performance,B2,22,0,ipg190716.xml
10360039,utility,2019-07-23,Predicted instruction execution in parallel processors with reduced per-thread state information including choosing a minimum or maximum of two operands based on a predicate value,B2,16,0,ipg190723.xml
10361023,utility,2019-07-23,Magnetic power coupling to an integrated circuit module,B2,19,0,ipg190723.xml
10362289,utility,2019-07-23,Method for data reuse and applications to spatio-temporal supersampling and de-noising,B2,20,0,ipg190723.xml
10365930,utility,2019-07-30,Instructions for managing a parallel cache hierarchy,B2,14,0,ipg190730.xml
10369461,utility,2019-08-06,Cloud gaming system and method of initiating a gaming session,B2,7,0,ipg190806.xml
10373332,utility,2019-08-06,Systems and methods for dynamic facial analysis using a recurrent neural network,B2,20,0,ipg190806.xml
10386916,utility,2019-08-20,Supply-voltage control for device power management,B2,18,0,ipg190820.xml
10387653,utility,2019-08-20,Secure provisioning of semiconductor chips in untrusted manufacturing factories,B2,21,0,ipg190820.xml
10388059,utility,2019-08-20,Stable ray tracing,B2,18,0,ipg190820.xml
10395432,utility,2019-08-27,Near-eye parallax barrier displays,B2,19,0,ipg190827.xml
10395624,utility,2019-08-27,Adjusting an angular sampling rate during rendering utilizing gaze information,B2,23,0,ipg190827.xml
10401623,utility,2019-09-03,Holographic reflective slim virtual/augmented reality display system and method,B2,20,0,ipg190903.xml
10402323,utility,2019-09-03,Organizing memory to optimize memory accesses of compressed data,B2,20,0,ipg190903.xml
10402697,utility,2019-09-03,Fusing multilayer and multimodal deep neural networks for video classification,B2,20,0,ipg190903.xml
10402937,utility,2019-09-03,Multi-GPU frame rendering,B2,16,0,ipg190903.xml
10404505,utility,2019-09-03,Bus-invert coding with restricted weight range for multi-level signaling,B1,20,0,ipg190903.xml
10409730,utility,2019-09-10,Microcontroller for memory management unit,B2,24,0,ipg190910.xml
10410431,utility,2019-09-10,Skinning a cluster based simulation with a visual mesh using interpolated orientation and position,B2,21,0,ipg190910.xml
10412361,utility,2019-09-10,Generated stereoscopic video using zenith and nadir view perspectives,B1,21,0,ipg190910.xml
10412529,utility,2019-09-10,Method and system for immersive virtual reality (VR) streaming with reduced geometric acoustic audio latency,B1,17,0,ipg190910.xml
10417813,utility,2019-09-17,System and method for generating temporally stable hashed values,B2,15,0,ipg190917.xml
10417817,utility,2019-09-17,Supersampling for spatially distributed and disjoined large-scale data,B2,18,0,ipg190917.xml
10417989,utility,2019-09-17,GPU and GPU computing system for providing a virtual machine and a method of manufacturing the same,B2,16,0,ipg190917.xml
10417990,utility,2019-09-17,Efficient binding of resource groups in a graphics application programming interface,B2,19,0,ipg190917.xml
10423424,utility,2019-09-24,Replicated stateless copy engine,B2,24,0,ipg190924.xml
10424069,utility,2019-09-24,System and method for optical flow estimation,B2,20,0,ipg190924.xml
10424074,utility,2019-09-24,Method and apparatus for obtaining sampled positions of texturing operations,B1,20,0,ipg190924.xml
10430356,utility,2019-10-01,Low overhead copy engine fault and switch mechanism,B2,20,0,ipg191001.xml
10430915,utility,2019-10-01,Multi-GPU frame rendering,B2,19,0,ipg191001.xml
10430989,utility,2019-10-01,Multi-pass rendering in a screen space pipeline,B2,18,0,ipg191001.xml
10432954,utility,2019-10-01,"Video encoder, video encoding system and video encoding method",B2,18,0,ipg191001.xml
10436840,utility,2019-10-08,Broadcast scan network,B2,12,0,ipg191008.xml
10437593,utility,2019-10-08,Techniques for comprehensively synchronizing execution threads,B2,20,0,ipg191008.xml
10438314,utility,2019-10-08,Two-pass cache tile processing for visibility testing in a tile-based architecture,B2,20,0,ipg191008.xml
10438400,utility,2019-10-08,Perceptually-based foveated rendering using a contrast-enhancing filter,B2,20,0,ipg191008.xml
10444280,utility,2019-10-15,Independent test partition clock coordination across multiple test partitions,B2,20,0,ipg191015.xml
10445177,utility,2019-10-15,Controller-based memory scrub for DRAMs with internal error-correcting code (ECC) bits contemporaneously during auto refresh or by using masked write commands,B2,6,0,ipg191015.xml
10445243,utility,2019-10-15,Fault buffer for resolving page faults in unified virtual memory system,B2,18,0,ipg191015.xml
10451676,utility,2019-10-22,Method and system for dynamic standard test access (DSTA) for a logic block reuse,B2,20,0,ipg191022.xml
10452566,utility,2019-10-22,Storing secure state information in translation lookaside buffer cache lines,B2,24,0,ipg191022.xml
10453168,utility,2019-10-22,Techniques for maintaining atomicity and ordering for pixel shader operations,B2,25,0,ipg191022.xml
10459861,utility,2019-10-29,Unified cache for diverse memory traffic,B2,21,0,ipg191029.xml
10459873,utility,2019-10-29,Method for adaptively adjusting framerate of graphic processing unit and computer system using thereof,B2,19,0,ipg191029.xml
10460504,utility,2019-10-29,Performing a texture level-of-detail approximation,B2,20,0,ipg191029.xml
10466763,utility,2019-11-05,Dynamic voltage-frequency scaling to limit power transients,B2,14,0,ipg191105.xml
10466968,utility,2019-11-05,Radix-4 multiplier partial product generation with improved area and power,B1,16,0,ipg191105.xml
10467763,utility,2019-11-05,System and method for optical flow estimation,B1,20,0,ipg191105.xml
10468093,utility,2019-11-05,Systems and methods for dynamic random access memory (DRAM) sub-channels,B2,20,0,ipg191105.xml
10473720,utility,2019-11-12,Dynamic independent test partition clock,B2,12,0,ipg191112.xml
10476537,utility,2019-11-12,System and method for reference noise compensation for single-ended serial links,B2,20,0,ipg191112.xml
10481203,utility,2019-11-19,Granular dynamic test systems and methods,B2,20,0,ipg191119.xml
10481684,utility,2019-11-19,System and method for foveated image generation using an optical combiner,B2,20,0,ipg191119.xml
10481696,utility,2019-11-19,Radar based user interface,B2,32,0,ipg191119.xml
10482196,utility,2019-11-19,Modeling point cloud data using hierarchies of Gaussian mixture models,B2,20,0,ipg191119.xml
10484459,utility,2019-11-19,Dynamically providing host input control for streaming applications,B2,20,0,ipg191119.xml
10489056,utility,2019-11-26,Queue manager for streaming multiprocessor systems,B2,19,0,ipg191126.xml
10489200,utility,2019-11-26,Hierarchical staging areas for scheduling threads for execution,B2,24,0,ipg191126.xml
10489521,utility,2019-11-26,Mass conserving eulerian fluid simulation,B2,24,0,ipg191126.xml
10489542,utility,2019-11-26,Machine learning based post route path delay estimator from synthesis netlist,B2,17,0,ipg191126.xml
10489875,utility,2019-11-26,Data structures for efficient tiled rendering,B2,20,0,ipg191126.xml
10491238,utility,2019-11-26,Maximum transition avoidance (MTA) encoding,B2,16,0,ipg191126.xml
10491435,utility,2019-11-26,Unrelaxed 433 encoding to reduce coupling and power noise on PAM-4 data buses,B2,20,0,ipg191126.xml
10497168,utility,2019-12-03,Cloud generation of content to be streamed to VR/AR platforms using a virtual view broadcaster,B2,19,0,ipg191203.xml
10503456,utility,2019-12-10,Method and apparatus for rendering perspective-correct images for a tilted multi-display environment,B2,20,0,ipg191210.xml
10503457,utility,2019-12-10,Method and apparatus for rendering perspective-correct images for a tilted multi-display environment,B2,19,0,ipg191210.xml
10503507,utility,2019-12-10,Inline data inspection for workload simplification,B2,14,0,ipg191210.xml
10503513,utility,2019-12-10,Dispatching a stored instruction in response to determining that a received instruction is of a same instruction type,B2,21,0,ipg191210.xml
10504273,utility,2019-12-10,Automatic level-of-detail for physically-based materials,B2,28,0,ipg191210.xml
10505451,utility,2019-12-10,Variable frequency soft-switching control of a buck converter,B2,16,0,ipg191210.xml
10509447,utility,2019-12-17,Thermal shield can for improved thermal performance of mobile devices,B2,9,0,ipg191217.xml
10509479,utility,2019-12-17,Multi-sensor based user interface,B2,20,0,ipg191217.xml
10509658,utility,2019-12-17,"System, method, and computer program product for simultaneously determining settings for a plurality of parameter variations",B2,25,0,ipg191217.xml
10515011,utility,2019-12-24,Compression status bit cache and backing store,B2,17,0,ipg191224.xml
